# [<k> (h/Mpc)]	[<P_0(k)> (Mpc/h)^3]	[<P_0(k)> (Mpc/h)^3]
16.2321600000	1.7054830000	1.9320620000
16.2566900000	1.7086060000	1.9351020000
16.2812300000	1.7073790000	1.9340600000
16.3058000000	1.7137130000	1.9393920000
16.3303600000	1.7110510000	1.9405450000
16.3548600000	1.7136420000	1.9456670000
16.3793900000	1.7152890000	1.9499810000
16.4039500000	1.7155460000	1.9466140000
16.4284800000	1.7181910000	1.9518860000
16.4529800000	1.7237080000	1.9567130000
16.4775300000	1.7210950000	1.9554770000
16.5020900000	1.7238810000	1.9580820000
16.5266000000	1.7233990000	1.9604140000
16.5511400000	1.7232430000	1.9608640000
16.5757100000	1.7257990000	1.9660030000
16.6002500000	1.7297700000	1.9701330000
16.6247800000	1.7304560000	1.9723600000
16.6493100000	1.7324030000	1.9746380000
16.6738600000	1.7384420000	1.9831740000
16.6984200000	1.7362490000	1.9811800000
16.7229300000	1.7387970000	1.9833240000
16.7474800000	1.7405250000	1.9877990000
16.7720400000	1.7467180000	1.9953650000
16.7965500000	1.7492060000	1.9972000000
16.8210700000	1.7511960000	2.0008090000
16.8456300000	1.7502590000	2.0043650000
16.8701800000	1.7565680000	2.0075110000
16.8947200000	1.7548450000	2.0109470000
16.9192400000	1.7555630000	2.0157260000
16.9437800000	1.7534860000	2.0107180000
16.9683000000	1.7675190000	2.0280680000
16.9928300000	1.7690690000	2.0277840000
17.0174000000	1.7688540000	2.0289280000
17.0419500000	1.7707540000	2.0325920000
17.0664600000	1.7713760000	2.0327660000
17.0909700000	1.7811910000	2.0416160000
17.1155300000	1.7759420000	2.0405300000
17.1400800000	1.7775620000	2.0420660000
17.1646300000	1.7867630000	2.0533940000
17.1891800000	1.7820200000	2.0490800000
17.2136900000	1.7921780000	2.0624170000
17.2382300000	1.7866880000	2.0555650000
17.2627800000	1.7964010000	2.0701060000
17.2873100000	1.7916760000	2.0608210000
17.3118800000	1.7937870000	2.0640360000
17.3364100000	1.7965560000	2.0719320000
17.3609100000	1.7967380000	2.0687420000
17.3854300000	1.8065190000	2.0792500000
17.4100000000	1.8007390000	2.0742390000
17.4345600000	1.8028270000	2.0761170000
17.4590900000	1.7988770000	2.0764710000
17.4836300000	1.7986330000	2.0786200000
17.5081800000	1.8028710000	2.0801190000
17.5326900000	1.7935300000	2.0744180000
17.5572200000	1.8019820000	2.0879010000
17.5817600000	1.8006270000	2.0751500000
17.6062900000	1.7956130000	2.0798110000
17.6308300000	1.7958470000	2.0804820000
17.6553900000	1.7934480000	2.0790060000
17.6799300000	1.7913380000	2.0721950000
17.7044600000	1.7835350000	2.0658770000
17.7289700000	1.7850030000	2.0723190000
17.7535100000	1.7728600000	2.0626430000
17.7780800000	1.7660840000	2.0540100000
17.8026100000	1.7574540000	2.0464000000
17.8271300000	1.7643230000	2.0542410000
17.8516900000	1.7584160000	2.0452850000
17.8762300000	1.7537690000	2.0419790000
17.9007600000	1.7549590000	2.0434500000
17.9253000000	1.7494620000	2.0378990000
17.9498500000	1.7474770000	2.0356980000
17.9744000000	1.7484850000	2.0410550000
17.9989100000	1.7453440000	2.0361860000
18.0234400000	1.7406320000	2.0369490000
18.0480200000	1.7463830000	2.0442110000
18.0725500000	1.7468250000	2.0399820000
18.0970700000	1.7431060000	2.0379850000
18.1216400000	1.7430780000	2.0410700000
18.1461700000	1.7471010000	2.0456680000
18.1706800000	1.7481350000	2.0432210000
18.1952300000	1.7445630000	2.0369880000
18.2197900000	1.7450590000	2.0465210000
18.2443100000	1.7393920000	2.0472870000
18.2688300000	1.7443660000	2.0484150000
18.2933700000	1.7472600000	2.0465360000
18.3179300000	1.7468450000	2.0454730000
18.3425000000	1.7506770000	2.0544740000
18.3670100000	1.7512060000	2.0537010000
18.3915200000	1.7560230000	2.0671840000
18.4160900000	1.7437060000	2.0595830000
18.4406400000	1.7491780000	2.0661190000
18.4651500000	1.7553440000	2.0657520000
18.4897100000	1.7566310000	2.0705420000
18.5142800000	1.7538490000	2.0706630000
18.5388100000	1.7587480000	2.0784810000
18.5632800000	1.7587580000	2.0774230000
18.5878400000	1.7689270000	2.0887600000
18.6124400000	1.7662610000	2.0862900000
18.6369300000	1.7625230000	2.0839980000
18.6614300000	1.7742770000	2.1005580000
18.6860100000	1.7733580000	2.0990320000
18.7105500000	1.7710870000	2.1024010000
18.7350300000	1.7823750000	2.1109210000
18.7595800000	1.7734770000	2.1054920000
18.7841700000	1.7802030000	2.1099670000
18.8087000000	1.7854980000	2.1178310000
18.8332200000	1.7907730000	2.1240970000
18.8577500000	1.8017020000	2.1383240000
18.8823100000	1.7963780000	2.1329090000
18.9068400000	1.7939250000	2.1346150000
18.9313400000	1.8144240000	2.1604010000
18.9559000000	1.8197790000	2.1570170000
18.9804600000	1.8147210000	2.1664370000
19.0049500000	1.8213300000	2.1689780000
19.0294600000	1.8180630000	2.1662960000
19.0540600000	1.8250210000	2.1829770000
19.0786300000	1.8278550000	2.1851440000
19.1031100000	1.8314520000	2.1885100000
19.1276500000	1.8437170000	2.1975730000
19.1522600000	1.8481710000	2.2074330000
19.1767800000	1.8514400000	2.2158090000
19.2012400000	1.8629680000	2.2164650000
19.2258100000	1.8499550000	2.2185440000
19.2504000000	1.8595810000	2.2215930000
19.2748900000	1.8704710000	2.2352020000
19.2994100000	1.8730240000	2.2400830000
19.3240200000	1.8833350000	2.2513440000
19.3485500000	1.8821770000	2.2598420000
19.3729800000	1.9055030000	2.2822010000
19.3975500000	1.9123620000	2.2919320000
19.4221700000	1.9014880000	2.2843760000
19.4466700000	1.9128150000	2.3009940000
19.4711300000	1.9278970000	2.3182090000
19.4957000000	1.9266640000	2.3302300000
19.5203200000	1.9397420000	2.3469730000
19.5448200000	1.9396170000	2.3365920000
19.5693000000	1.9555270000	2.3543470000
19.5939100000	1.9477120000	2.3573090000
19.6185000000	1.9666220000	2.3867980000
19.6429400000	1.9655130000	2.3745730000
19.6674000000	1.9841830000	2.3954370000
19.6920400000	1.9917400000	2.4131820000
19.7166000000	1.9945920000	2.4204440000
19.7410300000	2.0157700000	2.4536690000
19.7656300000	2.0220570000	2.4497100000
19.7903200000	2.0424500000	2.4602460000
19.8148200000	2.0418880000	2.4864260000
19.8391400000	2.0491130000	2.4952310000
19.8637400000	2.0642660000	2.5052830000
19.8884400000	2.0721660000	2.5012920000
19.9129200000	2.1033050000	2.5475420000
19.9373600000	2.0919250000	2.5453530000
19.9619700000	2.1035720000	2.5584070000
19.9865800000	2.1140580000	2.5551200000
20.0109500000	2.1169670000	2.6009000000
20.0354700000	2.1416260000	2.6233160000
20.0601900000	2.1563110000	2.6335260000
20.0847200000	2.1837000000	2.6574140000
20.1090300000	2.1778090000	2.6620330000
20.1336300000	2.1815260000	2.6523440000
20.1584200000	2.1875300000	2.6897840000
20.1828800000	2.1971520000	2.6912050000
20.2072100000	2.2427090000	2.7165270000
20.2318100000	2.2495850000	2.7594160000
20.2565000000	2.2438190000	2.7718760000
20.2809500000	2.2765310000	2.7777500000
20.3054200000	2.2832560000	2.8058340000
20.3301100000	2.3019430000	2.8249780000
20.3546600000	2.3076900000	2.8380360000
20.3789200000	2.3132070000	2.8629370000
20.4034800000	2.3313580000	2.8867330000
20.4283700000	2.3440590000	2.8943230000
20.4528100000	2.3537220000	2.9118440000
20.4769700000	2.3858100000	2.9569600000
20.5016500000	2.4070960000	2.9828080000
20.5265900000	2.4152660000	3.0047530000
20.5510000000	2.4477620000	3.0568610000
20.5751000000	2.4532450000	3.0667050000
20.5998500000	2.4753210000	3.0794180000
20.6247700000	2.5232780000	3.1093550000
20.6490400000	2.5441220000	3.1314150000
20.6732800000	2.5586580000	3.1530800000
20.6981300000	2.5488070000	3.1489170000
20.7228200000	2.5803990000	3.1993300000
20.7468900000	2.6390750000	3.2953820000
20.7714800000	2.6458410000	3.3121870000
20.7965000000	2.6645830000	3.3288020000
20.8208600000	2.6944060000	3.3292560000
20.8449400000	2.7024990000	3.3729360000
20.8698800000	2.6997700000	3.3701130000
20.8948400000	2.7713540000	3.4310680000
20.9187400000	2.8125920000	3.4575070000
20.9428600000	2.7967470000	3.4873280000
20.9683500000	2.8468360000	3.5789790000
20.9933300000	2.8191090000	3.5553200000
21.0163500000	2.8993890000	3.6442370000
21.0406600000	2.9598170000	3.7023910000
21.0668400000	2.9809900000	3.6709430000
21.0916900000	3.0346820000	3.7015260000
21.1138500000	3.0437650000	3.8559770000
21.1386400000	3.1189410000	3.9127500000
21.1654700000	3.0649720000	3.8969930000
21.1899800000	3.1352720000	3.8962060000
21.2116700000	3.2630320000	4.0198750000
21.2370100000	3.2352950000	3.9653800000
21.2640900000	3.1520920000	3.8986770000
21.2881200000	3.3484300000	4.0849850000
21.3092000000	3.2172980000	4.0141780000
21.3353600000	3.3637130000	4.1398230000
21.3629800000	3.4125660000	4.2086940000
21.3853500000	3.2475300000	4.0680930000
21.4061600000	3.4744720000	4.2702450000
21.4336000000	3.3770800000	4.3899250000
21.4616200000	3.5867190000	4.6212890000
21.4829200000	3.5382680000	4.6778550000
21.5038700000	3.5346160000	4.6051180000
21.5320000000	3.8132600000	4.9281420000
21.5601400000	3.5083590000	4.5011990000
21.5817800000	3.9636170000	4.4764280000
21.6023400000	4.0989890000	5.2222710000
21.6304600000	3.7911630000	4.6633280000
21.6585300000	4.3196780000	5.3183390000
21.6806600000	4.1380880000	5.3491250000
21.7003700000	3.9677360000	5.9995210000
21.7276600000	5.7646430000	4.8892360000
21.7514300000	1.1929320000	2.0702000000
